No;Province;Total;Died;Lost ;Injured;Suffering;Evacuate;House;School;Medical_Facility;Religious_Place;Public_Facility;Office;Bridge;Factory;Store;Year;Type;Month;Disaster
11; Aceh;3;;;;7014;160;;;;;;;;;;2019;101;1;Flood
12; Sumatera Utara;1;;;;2852;110;;;;;;;;;;2019;101;1;Flood
13; Sumatera Barat;2;;;;1858;;;1;;1;;;4;;;2019;101;1;Flood
16; Sumatera Selatan;3;;;;245;;;;;;;;;;;2019;101;1;Flood
18; Lampung;1;;;;;;;;;;;;;;;2019;101;1;Flood
32; Jawa Barat;16;;;;3186;478;56;3;;;;;4;;1;2019;101;1;Flood
33; Jawa Tengah;31;1;;5;38981;5279;4;4;;;;;3;;;2019;101;1;Flood
34; Yogyakarta;2;;;1;;;2;;;;;;;;;2019;101;1;Flood
35; Jawa Timur;12;1;;1;3154;;16;1;1;;;;4;;3;2019;101;1;Flood
36; Banten;2;;;;1932;266;149;1;;;;;;;;2019;101;1;Flood
52; Nusa Tenggara Barat;4;;;;158;;;;;;;;;;;2019;101;1;Flood
61; Kalimantan Barat;2;;;;2192;;8;;;;;;2;;;2019;101;1;Flood
62; Kalimantan Tengah;1;;;;575;;;;;;;;;;;2019;101;1;Flood
63; Kalimantan Selatan;4;;;;2877;;;;;;;;;;;2019;101;1;Flood
71; Sulawesi Utara;2;;;;3918;297;1;;;;;;;;;2019;101;1;Flood
73; Sulawesi Selatan;12;82;3;47;209128;6757;1242;51;;12;;8;57;;;2019;101;1;Flood
75; Gorontalo;1;;;;5780;;5;2;;1;;1;;;;2019;101;1;Flood
82; Maluku Utara;1;;;;;355;;;;;;;4;;;2019;101;1;Flood
91; Papua Barat;2;;;;301;;1;;;;;;;;;2019;101;1;Flood
94; Papua;2;;6;22;;655;;;;1;;;1;;;2019;101;1;Flood
11; Aceh;2;;;;;3;1;1;;;;;;;;2019;102;1;Land_Slide
12; Sumatera Utara;1;;;;;;;;;;;;;;;2019;102;1;Land_Slide
13; Sumatera Barat;2;;;;;;2;;;;;;;;;2019;102;1;Land_Slide
32; Jawa Barat;18;1;;3;151;6;19;1;;;;;;;;2019;102;1;Land_Slide
33; Jawa Tengah;61;1;;7;137;7;178;3;1;1;;1;3;;2;2019;102;1;Land_Slide
35; Jawa Timur;10;;;;;5;8;;;;;;1;;;2019;102;1;Land_Slide
36; Banten;1;;;;499;;63;;;3;;;;;;2019;102;1;Land_Slide
51; Bali;3;6;;12;;;3;;;5;;;;;;2019;102;1;Land_Slide
61; Kalimantan Barat;1;3;;;;;11;;;;;;;;;2019;102;1;Land_Slide
63; Kalimantan Selatan;1;1;;7;;;;;;;;;;;;2019;102;1;Land_Slide
73; Sulawesi Selatan;2;;;;;9;2;;;;;;;;;2019;102;1;Land_Slide
74; Sulawesi Tenggara;1;;;;;15;1;;;;;;;;;2019;102;1;Land_Slide
81; Maluku;1;;;;9;;1;;;;;;;;;2019;102;1;Land_Slide
51; Bali;1;;;4;;;1;;;1;;;;;;2019;104;1;Abration
73; Sulawesi Selatan;1;;;;;;3;;;;;;;;;2019;104;1;Abration
11; Aceh;5;;;8;19;;5;;;;;;;;5;2019;105;1;Tornado
12; Sumatera Utara;1;;;;;;1;;;;;;;;;2019;105;1;Tornado
13; Sumatera Barat;1;;;;;;1;;;;;;;;;2019;105;1;Tornado
16; Sumatera Selatan;3;;;;225;;71;2;;3;;;;;1;2019;105;1;Tornado
18; Lampung;3;;;;;;213;;;;;;;;;2019;105;1;Tornado
31; Jakarta;1;;;;68;;;;;;;;;;;2019;105;1;Tornado
32; Jawa Barat;32;;;17;2574;413;1157;1;1;1;;2;;;9;2019;105;1;Tornado
33; Jawa Tengah;85;1;0;24;418;5;915;4;0;1;0;0;0;0;7;2019;105;1;Tornado
34; Yogyakarta;4;;;;60;;10;;;;;;;;;2019;105;1;Tornado
35; Jawa Timur;49;1;;2;785;;511;9;3;17;;1;;;5;2019;105;1;Tornado
36; Banten;3;;;;6;6;3;;;;;;;;;2019;105;1;Tornado
51; Bali;4;;;;;;13;;;;;;;;;2019;105;1;Tornado
52; Nusa Tenggara Barat;8;;;;127;;63;5;;;;;;;;2019;105;1;Tornado
53; Nusa Tenggara Timur;1;;;;;15;11;;;;;;;;;2019;105;1;Tornado
61; Kalimantan Barat;1;;;;48;;10;1;;;;;;;2;2019;105;1;Tornado
62; Kalimantan Tengah;4;;;;;;43;;;;;;;;;2019;105;1;Tornado
63; Kalimantan Selatan;10;;;;286;22;99;;;;;1;;;;2019;105;1;Tornado
73; Sulawesi Selatan;22;0;0;0;336;23;296;2;0;1;0;0;0;0;4;2019;105;1;Tornado
74; Sulawesi Tenggara;1;;;;;;75;;;;;;;;;2019;105;1;Tornado
76; Sulawesi Barat;1;;;;;;5;;;;;;;;;2019;105;1;Tornado
81; Maluku;4;;;;76;3;20;;;;;;;;;2019;105;1;Tornado
63; Kalimantan Selatan;1;;;;3820;;;;;;;;;;;2019;106;1;Drought
11; Aceh;2;;;;;;;;;;;;;;;2019;107;1;Forest Fire
14; Riau;2;;;;;;;;;;;;;;;2019;107;1;Forest Fire
16; Sumatera Selatan;5;1;;;;;;;;;;;;;;2019;107;1;Forest Fire
64; Kalimantan Timur;1;;;;;;;;;;;;;;;2019;107;1;Forest Fire
32; Jawa Barat;1;;;;5;;1;;;;;;;;;2019;108;1;Earthquake
53; Nusa Tenggara Timur;1;;;;;;;1;;;;;;;;2019;108;1;Earthquake
81; Maluku;1;;;1;;;3;;1;;;;;;;2019;108;1;Earthquake
34; Yogyakarta;1;;;;;;;;;;;;;;;2019;111;1;Volcano Eruption
11; Aceh;4;;;;924;;;2;;1;;;;;;2019;101;2;Flood
12; Sumatera Utara;1;;;;3735;;;;;;;;;;;2019;101;2;Flood
13; Sumatera Barat;1;;2;;2302;;;;;;;;1;;;2019;101;2;Flood
14; Riau;1;;;;1590;55;112;;;;;;;;;2019;101;2;Flood
15; Jambi;4;;;;4500;;;;;;;;;;;2019;101;2;Flood
16; Sumatera Selatan;12;2;;1;18594;20;1;1;1;;;;6;;;2019;101;2;Flood
17; Bengkulu;1;1;;;;;;;;;;;;;;2019;101;2;Flood
18; Lampung;5;1;;;10157;;2;4;;;;;33;;;2019;101;2;Flood
19; Bangka Belitung;6;;;1;547;;116;1;;1;;;1;;;2019;101;2;Flood
32; Jawa Barat;21;3;;;71436;1002;76;8;;38;;;1;;;2019;101;2;Flood
33; Jawa Tengah;20;0;0;2;50;0;16;0;0;0;0;0;3;0;0;2019;101;2;Flood
35; Jawa Timur;13;1;;;13950;;2;;;;;;;;;2019;101;2;Flood
36; Banten;1;;;;300;;;;;;;;;;;2019;101;2;Flood
51; Bali;3;;;;;;2;;;;;;1;;;2019;101;2;Flood
52; Nusa Tenggara Barat;2;;;;248;75;;;;;;;;;;2019;101;2;Flood
61; Kalimantan Barat;4;;;;11998;182;;;;;;;10;;;2019;101;2;Flood
62; Kalimantan Tengah;8;;;;5336;89;;8;3;7;;2;8;;2;2019;101;2;Flood
63; Kalimantan Selatan;5;;;;520;5;;;;;;;1;;;2019;101;2;Flood
64; Kalimantan Timur;1;;;;499;;;2;1;1;;2;;;;2019;101;2;Flood
71; Sulawesi Utara;1;4;;;11855;511;892;;;;;;;;;2019;101;2;Flood
73; Sulawesi Selatan;3;;;;;;;4;1;;;1;;;;2019;101;2;Flood
76; Sulawesi Barat;2;;;;1053;100;236;2;;1;;;2;;;2019;101;2;Flood
82; Maluku Utara;1;;;;;;;;;;;;;;;2019;101;2;Flood
91; Papua Barat;2;;;;925;158;;;;;;;;;;2019;101;2;Flood
94; Papua;3;;;;7128;1365;2;;;;;;1;;;2019;101;2;Flood
16; Sumatera Selatan;2;;;1;;;1;;;;;;;;;2019;102;2;Land_Slide
31; Jakarta;1;;;;4;;1;;;;;;;;;2019;102;2;Land_Slide
32; Jawa Barat;61;4;;12;184;50;79;5;;1;;;;;1;2019;102;2;Land_Slide
33; Jawa Tengah;58;1;1;5;44;559;178;2;;3;;;1;;1;2019;102;2;Land_Slide
34; Yogyakarta;1;;;;5;;1;;;;;;;;;2019;102;2;Land_Slide
35; Jawa Timur;9;;;;32;;13;;1;;;2;1;;;2019;102;2;Land_Slide
53; Nusa Tenggara Timur;2;1;;;;;1;;;;;;;;;2019;102;2;Land_Slide
71; Sulawesi Utara;2;16;;18;;;1;;;;;;;;;2019;102;2;Land_Slide
73; Sulawesi Selatan;2;;;;;5;3;;;;;;;;;2019;102;2;Land_Slide
64; Kalimantan Timur;1;;;;105;;21;;;;;;3;;;2019;104;2;Abration
11; Aceh;4;;;;205;;56;;;1;;;;;;2019;105;2;Tornado
12; Sumatera Utara;1;;;;31;;7;;;;;;;;;2019;105;2;Tornado
13; Sumatera Barat;2;;;;10;;8;;;;;;;;;2019;105;2;Tornado
15; Jambi;1;;;;;;12;;;1;;;;;;2019;105;2;Tornado
18; Lampung;1;;;;;;42;;;;;;;;;2019;105;2;Tornado
32; Jawa Barat;37;;;6;376;33;452;;;1;;;;;2;2019;105;2;Tornado
33; Jawa Tengah;61;;;6;297;27;414;;;1;;;;;;2019;105;2;Tornado
35; Jawa Timur;39;;;5;76;1;1002;5;;4;;;;;5;2019;105;2;Tornado
36; Banten;3;;;;116;;29;;;;;;;;;2019;105;2;Tornado
51; Bali;3;;;;;;18;;;2;;1;;;;2019;105;2;Tornado
52; Nusa Tenggara Barat;1;;;;;;27;;;;;;;;;2019;105;2;Tornado
53; Nusa Tenggara Timur;1;;;;535;;107;;;;;;;;;2019;105;2;Tornado
63; Kalimantan Selatan;3;;;;16;;8;;;;;;;;;2019;105;2;Tornado
73; Sulawesi Selatan;10;;;4;230;;135;3;;2;;;;;;2019;105;2;Tornado
74; Sulawesi Tenggara;1;;;;;;8;;;;;;;;;2019;105;2;Tornado
11; Aceh;3;;;;;;;;;;;;;;;2019;107;2;Forest Fire
14; Riau;13;;;;;;;;;;;;;;;2019;107;2;Forest Fire
16; Sumatera Selatan;1;;;;;;;;;;;;;;;2019;107;2;Forest Fire
63; Kalimantan Selatan;3;;;;;;;;;;;;;;;2019;107;2;Forest Fire
64; Kalimantan Timur;5;;;;;;;;;;;;;;;2019;107;2;Forest Fire
73; Sulawesi Selatan;1;;;;;;;;;;;;;;;2019;107;2;Forest Fire
13; Sumatera Barat;2;;;62;1452;;491;8;4;4;;1;;;1;2019;108;2;Earthquake
32; Jawa Barat;1;;;;;;;1;;;;;;;;2019;108;2;Earthquake
82; Maluku Utara;1;;;;;748;44;;;2;;;;;;2019;108;2;Earthquake
71; Sulawesi Utara;1;;;;;216;;;;;;;2;;;2019;111;2;Volcano Eruption
11; Aceh;4;;;;9859;50;29;2;;1;;1;1;;;2019;101;3;Flood
13; Sumatera Barat;1;;;;;;1;;;1;;;1;;1;2019;101;3;Flood
15; Jambi;2;;;;12470;;;;;;;;1;;;2019;101;3;Flood
16; Sumatera Selatan;3;;;;675;;;1;;;;;1;;;2019;101;3;Flood
18; Lampung;1;;;;;;35;;;;;;2;;;2019;101;3;Flood
19; Bangka Belitung;1;;;;133;;;;;;;;;;;2019;101;3;Flood
32; Jawa Barat;18;;;;59290;2765;29;9;;22;;;6;;;2019;101;3;Flood
33; Jawa Tengah;33;6;0;3;37842;1904;400;2;0;0;0;0;7;0;1;2019;101;3;Flood
34; Yogyakarta;4;2;;;595;;19;9;;1;;3;1;;103;2019;101;3;Flood
35; Jawa Timur;44;;;;94857;796;40;25;1;25;;3;8;;6;2019;101;3;Flood
52; Nusa Tenggara Barat;6;;;;10170;;265;4;;;;3;1;;;2019;101;3;Flood
53; Nusa Tenggara Timur;1;;;;;;11;1;;1;;1;1;;;2019;101;3;Flood
62; Kalimantan Tengah;5;;;;864;;;6;;1;;;;;;2019;101;3;Flood
63; Kalimantan Selatan;2;;;;1562;;;;;;;;1;;;2019;101;3;Flood
72; Sulawesi Tengah;1;;;;;;;;;;;;1;;;2019;101;3;Flood
73; Sulawesi Selatan;3;;;1;;175;17;;;;;;;;;2019;101;3;Flood
75; Gorontalo;1;;;;;;;;;;;;;;;2019;101;3;Flood
76; Sulawesi Barat;1;;;;;;;;;;;;;;;2019;101;3;Flood
81; Maluku;3;;;;251;61;;;;;;;;;32;2019;101;3;Flood
91; Papua Barat;2;;;;480;;3;;;;;;2;;;2019;101;3;Flood
94; Papua;3;105;82;961;167010;11448;1635;15;4;23;;45;9;;105;2019;101;3;Flood
12; Sumatera Utara;2;;;;;;;;;;;;1;;;2019;102;3;Land_Slide
13; Sumatera Barat;3;1;;;;4;2;;;;;;;;;2019;102;3;Land_Slide
16; Sumatera Selatan;3;;;;;;1;;;;;;1;;;2019;102;3;Land_Slide
31; Jakarta;1;;;;5;;1;;;;;;;;;2019;102;3;Land_Slide
32; Jawa Barat;32;;;3;78;84;41;;;;;;;;;2019;102;3;Land_Slide
33; Jawa Tengah;71;1;;3;437;87;177;;;2;;;4;;;2019;102;3;Land_Slide
34; Yogyakarta;4;3;;3;5;7542;10;;;;;;;;;2019;102;3;Land_Slide
35; Jawa Timur;13;;;;16;5;18;;;;;;1;;1;2019;102;3;Land_Slide
51; Bali;1;;;;;;1;;;;;;;;;2019;102;3;Land_Slide
53; Nusa Tenggara Timur;1;8;;3;;684;3;;;;;;1;;1;2019;102;3;Land_Slide
72; Sulawesi Tengah;1;;;2;;;;;;;;;;;;2019;102;3;Land_Slide
73; Sulawesi Selatan;2;;;7;10;;3;;;;;;;;;2019;102;3;Land_Slide
74; Sulawesi Tenggara;1;;;;;;1;;;;;;;;;2019;102;3;Land_Slide
94; Papua;1;7;;4;600;80;4;;;;;;;;;2019;102;3;Land_Slide
11; Aceh;5;;;;28;8;25;;;;;;;;;2019;105;3;Tornado
12; Sumatera Utara;2;;;2;;;73;;;;;;;;;2019;105;3;Tornado
13; Sumatera Barat;4;;;;;10;28;;;;;;;;;2019;105;3;Tornado
15; Jambi;1;;;;;;29;;2;;;;;;;2019;105;3;Tornado
16; Sumatera Selatan;7;1;;1;24;;50;;2;;;;;;;2019;105;3;Tornado
19; Bangka Belitung;1;;;;;;2;;;;;;;;;2019;105;3;Tornado
32; Jawa Barat;45;1;;3;291;62;1775;4;;1;;;;;1;2019;105;3;Tornado
33; Jawa Tengah;62;;;19;1968;2;491;6;;;;1;;;6;2019;105;3;Tornado
34; Yogyakarta;5;;;13;;394;44;3;;;;;;;;2019;105;3;Tornado
35; Jawa Timur;33;4;;6;413;;609;3;;2;;;;;14;2019;105;3;Tornado
51; Bali;1;;;;;;24;;;10;;;;;;2019;105;3;Tornado
52; Nusa Tenggara Barat;2;;;;262;;4;;;;;;;;;2019;105;3;Tornado
53; Nusa Tenggara Timur;2;;;3;3185;60;695;;;;;;;;;2019;105;3;Tornado
62; Kalimantan Tengah;2;;;;1;;5;;;1;;;;;4;2019;105;3;Tornado
63; Kalimantan Selatan;12;;;2;32;;20;;;1;;;;;;2019;105;3;Tornado
71; Sulawesi Utara;1;;;1;;;116;2;;3;;;;;;2019;105;3;Tornado
73; Sulawesi Selatan;10;;;;593;9;154;1;;;;;;;;2019;105;3;Tornado
75; Gorontalo;1;;;;12;;2;;;;;;;;;2019;105;3;Tornado
76; Sulawesi Barat;1;;;;;;3;;;;;;;;;2019;105;3;Tornado
11; Aceh;4;;;;;;;;;;;;;;;2019;107;3;Forest Fire
14; Riau;8;;;;;;;;;;;;;;;2019;107;3;Forest Fire
16; Sumatera Selatan;3;;;;;;;;;;;;;;;2019;107;3;Forest Fire
61; Kalimantan Barat;9;;;;;;;;;;;;;;;2019;107;3;Forest Fire
62; Kalimantan Tengah;5;;;;;;;;;;;;;;;2019;107;3;Forest Fire
63; Kalimantan Selatan;5;;;;;;;;;;;;;;;2019;107;3;Forest Fire
64; Kalimantan Timur;2;;;;;;;;;;;;;;;2019;107;3;Forest Fire
65; Kalimantan Utara;2;;;;;;;;;;;;;;;2019;107;3;Forest Fire
73; Sulawesi Selatan;1;;;;;;;;;;;;;;;2019;107;3;Forest Fire
13; Sumatera Barat;1;;;;43;;15;;;1;;;;;;2019;108;3;Earthquake
32; Jawa Barat;1;;;;;;;;;1;;;;;;2019;108;3;Earthquake
52; Nusa Tenggara Barat;2;4;;77;25416;;4589;;50;3;;3;;;;2019;108;3;Earthquake
72; Sulawesi Tengah;1;;;;;;;49;;;;;;;;2019;108;3;Earthquake
51; Bali;2;;;;;20;;;;;;;;;;2019;111;3;Volcano Eruption
11; Aceh;9;;;;4250;118;42;;;;;;1;;;2019;101;4;Flood
12; Sumatera Utara;2;;;;730;;1;1;;1;;;2;;;2019;101;4;Flood
13; Sumatera Barat;8;1;;;157;12;3;1;;;;;1;;;2019;101;4;Flood
15; Jambi;3;;;;;50;;3;;;;;;;;2019;101;4;Flood
16; Sumatera Selatan;9;;;;2295;;27;1;;1;;;8;;;2019;101;4;Flood
17; Bengkulu;10;25;4;4;55917;13728;2004;27;6;15;;2;50;;;2019;101;4;Flood
18; Lampung;1;1;;;;;;;;;;;;;;2019;101;4;Flood
19; Bangka Belitung;2;;;;472;;155;;;;;;;;;2019;101;4;Flood
31; Jakarta;2;2;;;;2258;;;;;;;;;;2019;101;4;Flood
32; Jawa Barat;41;1;;1;57109;1209;346;7;1;16;;;3;;;2019;101;4;Flood
33; Jawa Tengah;25;4;2;0;13643;187;71;2;0;2;0;0;0;0;0;2019;101;4;Flood
35; Jawa Timur;25;2;;;15361;;38;11;1;3;;3;2;;;2019;101;4;Flood
36; Banten;1;;;;688;;;;;;;;;;;2019;101;4;Flood
52; Nusa Tenggara Barat;4;;;;825;3140;3;;;;;;1;;;2019;101;4;Flood
61; Kalimantan Barat;1;;;;1230;;;;;;;;;;;2019;101;4;Flood
62; Kalimantan Tengah;7;;;;76886;170;;41;8;23;;8;;;;2019;101;4;Flood
63; Kalimantan Selatan;5;;;;240;;;;;;;;;;;2019;101;4;Flood
71; Sulawesi Utara;1;;;;420;;6;;;;;;;;;2019;101;4;Flood
72; Sulawesi Tengah;4;;2;30;1750;4709;412;7;2;3;;3;6;;;2019;101;4;Flood
73; Sulawesi Selatan;9;;;;23717;400;578;12;8;4;;1;;;;2019;101;4;Flood
74; Sulawesi Tenggara;2;;;;1484;104;1;;;;;;;;;2019;101;4;Flood
76; Sulawesi Barat;2;;;;5565;101;3;;;;;;1;;;2019;101;4;Flood
81; Maluku;2;;;;266;;1;1;;;;;;;;2019;101;4;Flood
94; Papua;2;;;;605;450;;2;1;;;;;;1;2019;101;4;Flood
13; Sumatera Barat;2;;;;210;;2;;;;;;;;;2019;102;4;Land_Slide
17; Bengkulu;1;;;;5;;1;;;;;;;;;2019;102;4;Land_Slide
18; Lampung;2;6;;2;;;8;1;;;;;1;;;2019;102;4;Land_Slide
32; Jawa Barat;78;2;;8;879;561;239;6;;6;;;1;;;2019;102;4;Land_Slide
33; Jawa Tengah;54;1;;5;111;59;75;;;2;;1;2;;2;2019;102;4;Land_Slide
35; Jawa Timur;2;;;;;5;;;;;;;;;;2019;102;4;Land_Slide
51; Bali;4;1;;;;;3;1;;;;;1;;;2019;102;4;Land_Slide
63; Kalimantan Selatan;5;12;2;;72;1150;23;;;;;;;;;2019;102;4;Land_Slide
65; Kalimantan Utara;1;;;1;42;;14;;;;;;;;;2019;102;4;Land_Slide
71; Sulawesi Utara;1;;;1;;;1;;;;;;;;;2019;102;4;Land_Slide
73; Sulawesi Selatan;6;;;;5;674;39;3;;;;;;;;2019;102;4;Land_Slide
74; Sulawesi Tenggara;1;;;;;155;29;;;;;;;;;2019;102;4;Land_Slide
81; Maluku;1;;;;;;9;;;;;;;;;2019;102;4;Land_Slide
32; Jawa Barat;1;;;1;37;;8;;;;;;;;;2019;104;4;Abration
33; Jawa Tengah;1;1;;;;;;;;;;;;;;2019;104;4;Abration
63; Kalimantan Selatan;1;;;;;;1;;;;;;;;;2019;104;4;Abration
11; Aceh;4;;;;25;;12;;;;;;;;1;2019;105;4;Tornado
12; Sumatera Utara;1;;;;;;3;;;;;;;;;2019;105;4;Tornado
13; Sumatera Barat;10;;;7;13;;30;1;;;;;;;;2019;105;4;Tornado
15; Jambi;1;;;;;;;;;;;;;;1;2019;105;4;Tornado
16; Sumatera Selatan;3;;;;4;;3;;;;;;;;;2019;105;4;Tornado
21; Kepulauan Riau;1;;;;;;7;;;;;;;;;2019;105;4;Tornado
31; Jakarta;1;1;;;;;;;;;;;;;;2019;105;4;Tornado
32; Jawa Barat;23;1;;7;157;;82;2;;;;;;;2;2019;105;4;Tornado
33; Jawa Tengah;23;;;1;226;5;82;1;1;1;;1;;;4;2019;105;4;Tornado
34; Yogyakarta;3;;;8;;;25;1;;1;;;;;;2019;105;4;Tornado
35; Jawa Timur;16;;;2;1;10;142;;1;;;;;;3;2019;105;4;Tornado
36; Banten;3;;;;;;25;1;;;;;;;;2019;105;4;Tornado
51; Bali;1;;;;;;2;;;;;;;;;2019;105;4;Tornado
61; Kalimantan Barat;1;;;;;;;1;;;;;;;;2019;105;4;Tornado
62; Kalimantan Tengah;3;;;1;36;;9;;;;;;;;;2019;105;4;Tornado
63; Kalimantan Selatan;8;;;1;9;;25;;;2;;;;;;2019;105;4;Tornado
73; Sulawesi Selatan;1;;;;;;2;;;;;;;;;2019;105;4;Tornado
75; Gorontalo;1;;;2;9;;1;;;;;;;;;2019;105;4;Tornado
11; Aceh;4;;;;;;;;;;;;;;;2019;107;4;Forest Fire
14; Riau;1;;;;;;;;;;;;;;;2019;107;4;Forest Fire
16; Sumatera Selatan;1;;;;;;;;;;;;;;;2019;107;4;Forest Fire
62; Kalimantan Tengah;2;;;;;;;;;;;;;;;2019;107;4;Forest Fire
64; Kalimantan Timur;2;;;;;;;;;;;;;;;2019;107;4;Forest Fire
35; Jawa Timur;1;;;1;;;97;3;;1;;;;;;2019;108;4;Earthquake
72; Sulawesi Tengah;1;1;;2;;6500;43;1;;2;;;;;;2019;108;4;Earthquake
51; Bali;1;;;;423;;;;;;;;;;;2019;111;4;Volcano Eruption
11; Aceh;1;;;;;;;;;;;;;;;2019;101;5;Flood
12; Sumatera Utara;2;1;;1;;40;16;;;;;;1;;;2019;101;5;Flood
15; Jambi;2;;;;200;425;;;;;;;;;;2019;101;5;Flood
18; Lampung;1;;;;25;;;;;;;;;;;2019;101;5;Flood
32; Jawa Barat;3;;;;221;20;6;;;;;;;;;2019;101;5;Flood
33; Jawa Tengah;3;;;;590;100;;1;;;;;1;;;2019;101;5;Flood
35; Jawa Timur;2;;;;8443;;;;;;;;;;;2019;101;5;Flood
36; Banten;2;;;;11;;119;4;;2;;;4;;;2019;101;5;Flood
51; Bali;2;;;;;6;;;;;;;;;;2019;101;5;Flood
62; Kalimantan Tengah;2;;;;1234;189;;3;2;4;;2;;;;2019;101;5;Flood
64; Kalimantan Timur;1;;;;1195;;;1;1;1;;;;;;2019;101;5;Flood
65; Kalimantan Utara;1;;;;;;3;;;;;;;;;2019;101;5;Flood
71; Sulawesi Utara;1;;;;338;62;;;;;;;;;;2019;101;5;Flood
72; Sulawesi Tengah;2;;;;867;;;;;;;;1;;;2019;101;5;Flood
73; Sulawesi Selatan;3;;;;635;;;;;;;;;;;2019;101;5;Flood
74; Sulawesi Tenggara;1;;;;5295;996;;;;;;;;;;2019;101;5;Flood
76; Sulawesi Barat;1;;;;;;;;;;;;;;;2019;101;5;Flood
81; Maluku;2;;;;1540;771;40;1;;;;;;;;2019;101;5;Flood
82; Maluku Utara;1;;;;20;;;;;;;;;;;2019;101;5;Flood
91; Papua Barat;1;;;;500;;;;;;;;;;;2019;101;5;Flood
12; Sumatera Utara;1;;;;;;;;;;;;1;;;2019;102;5;Land_Slide
13; Sumatera Barat;1;;;;;;1;;;;;;;;;2019;102;5;Land_Slide
18; Lampung;2;;;;;;1;;;;;1;;;;2019;102;5;Land_Slide
32; Jawa Barat;19;8;;;374;212;164;1;1;3;;;1;;;2019;102;5;Land_Slide
33; Jawa Tengah;14;1;;;2;6;13;;;;;1;;;;2019;102;5;Land_Slide
35; Jawa Timur;1;;;;;;1;;;;;;;;;2019;102;5;Land_Slide
61; Kalimantan Barat;1;;;;;;1;1;;;;;;;;2019;102;5;Land_Slide
63; Kalimantan Selatan;2;4;;1;2;;1;;;;;;;;;2019;102;5;Land_Slide
64; Kalimantan Timur;2;;;;;;;2;;;;;;;;2019;102;5;Land_Slide
71; Sulawesi Utara;1;;;;;5;1;;;;;;;;;2019;102;5;Land_Slide
73; Sulawesi Selatan;1;;;;;;1;;;;;;;;;2019;102;5;Land_Slide
11; Aceh;4;;;;130;100;52;1;;1;;;;;2;2019;105;5;Tornado
12; Sumatera Utara;2;;;;;;7;;;;;;;;;2019;105;5;Tornado
13; Sumatera Barat;6;;;;10;;6;;;;;;;;;2019;105;5;Tornado
19; Bangka Belitung;1;;;;;;10;;;;;;;;;2019;105;5;Tornado
21; Kepulauan Riau;1;;;;;;;;;;;;;;;2019;105;5;Tornado
32; Jawa Barat;5;;;;220;20;50;;;;;;;;;2019;105;5;Tornado
33; Jawa Tengah;10;;;;8;;28;;;;;;;;1;2019;105;5;Tornado
35; Jawa Timur;1;;;;;;4;;;;;;;;;2019;105;5;Tornado
36; Banten;1;;;;;;1;;;;;;;;;2019;105;5;Tornado
51; Bali;2;;;;;;1;;;;;1;;;;2019;105;5;Tornado
63; Kalimantan Selatan;1;;;;4;;1;;;;;;;;;2019;105;5;Tornado
73; Sulawesi Selatan;2;;;;30;;7;;;;;;;;;2019;105;5;Tornado
81; Maluku;2;;;;100;143;233;3;;3;;4;;;;2019;105;5;Tornado
33; Jawa Tengah;2;;;;4838;;;;;;;;;;;2019;106;5;Drought
11; Aceh;4;;;;;;;;;;;;;;;2019;107;5;Forest Fire
12; Sumatera Utara;1;;;;;;;;;;;;;;;2019;107;5;Forest Fire
14; Riau;3;;;;;;;;;;;;;;;2019;107;5;Forest Fire
16; Sumatera Selatan;1;;;;;;;;;;;;;;;2019;107;5;Forest Fire
21; Kepulauan Riau;1;;;;;;;;;;;;;;;2019;107;5;Forest Fire
33; Jawa Tengah;2;;;;;;;;;;;;;;;2019;107;5;Forest Fire
62; Kalimantan Tengah;3;;;;;;;;;;;;;;;2019;107;5;Forest Fire
63; Kalimantan Selatan;4;;;;8;;;;;;;;;;;2019;107;5;Forest Fire
33; Jawa Tengah;1;;;;;;4;;;1;;;;;;2019;108;5;Earthquake
12; Sumatera Utara;3;;;;7986;160;;;;;;;1;;;2019;101;6;Flood
13; Sumatera Barat;1;2;;2;;;2;;;1;;;3;;450;2019;101;6;Flood
14; Riau;1;1;;;;;;;;;;;;;;2019;101;6;Flood
16; Sumatera Selatan;2;;;;;;;4;;;;;;;;2019;101;6;Flood
61; Kalimantan Barat;3;1;;;6720;;1;;;;;;1;;;2019;101;6;Flood
62; Kalimantan Tengah;6;;;;8095;;1;11;2;9;;10;;;;2019;101;6;Flood
63; Kalimantan Selatan;3;;;;16702;24;1;;;;;;;;;2019;101;6;Flood
64; Kalimantan Timur;10;;;;84084;159;21;;;1;;;18;;;2019;101;6;Flood
72; Sulawesi Tengah;4;1;;1;;2650;12;;;;;;4;;;2019;101;6;Flood
73; Sulawesi Selatan;14;1;;;118095;481;12;66;16;48;;20;28;;;2019;101;6;Flood
74; Sulawesi Tenggara;4;2;;;114218;42959;6655;30;8;46;;2;5;;;2019;101;6;Flood
81; Maluku;4;;;;;;;;;;;;1;;;2019;101;6;Flood
82; Maluku Utara;7;;;;370;14;2;1;1;3;;;2;;;2019;101;6;Flood
91; Papua Barat;1;;;;;;;;;;;;;;;2019;101;6;Flood
94; Papua;1;;;;;;;;;;;;2;;;2019;101;6;Flood
11; Aceh;1;;;5;;;1;;;;;;;;;2019;102;6;Land_Slide
12; Sumatera Utara;1;3;;;;;;;;;;;;;;2019;102;6;Land_Slide
